,Año,País,Jornada,Equipo local,Equipo visitante,Últimos partidos local,Últimos partidos visitante,Puntos totales local,Puntos totales visitante,PG local,PG visitante,PE local,PE visitante,PP local,PP visitante,Goles a favor local,Goles a favor visitante,Goles en contra local,Goles en contra visitante,Porterías a cero local,Porterías a cero visitante,Total tiros local,Total tiros visitante,Posesión equipo local,Posesión equipo visitante,Disparos equipo local,Disparos equipo visitante,Disparos a puerta equipo local,Disparos a puerta equipo visitante,Tarjetas amarillas equipo local,Tarjetas amarillas equipo visitante,Tarjetas rojas equipo local,Tarjetas rojas equipo visitante,Faltas equipo local,Faltas equipo visitante,Córners equipo local,Córners equipo visitante,Paradas equipo local,Paradas equipo visitante,Resultado,Clustering local,Clustering visitante
2618,2015,IT,34,Juventus,Lazio,VVVVV,VEDVV,79.0,48.0,25.0,13.0,4.0,9.0,4.0,11.0,62.0,44.0,17.0,42.0,19.0,11.0,511.0,441.0,0.56,0.45,19,7,12,1,1,3,0,1,7,12,10,1,1,9,0,,
2619,2015,IT,34,Milan,Carpi,EEDDV,VVDDV,52.0,31.0,14.0,7.0,10.0,10.0,9.0,16.0,43.0,33.0,35.0,51.0,9.0,6.0,463.0,359.0,0.82,0.18,20,6,3,2,2,3,0,0,17,15,4,3,2,3,1,,
2620,2015,IT,35,Inter,Udinese,EDVVD,EVDEV,61.0,38.0,18.0,10.0,7.0,8.0,9.0,16.0,44.0,31.0,31.0,49.0,15.0,8.0,452.0,398.0,0.65,0.35,25,12,9,5,3,2,0,0,7,13,14,6,4,6,0,,
2621,2015,IT,35,Frosinone,Palermo,EDDVD,EDDDE,30.0,29.0,8.0,7.0,6.0,8.0,20.0,19.0,32.0,31.0,66.0,63.0,7.0,7.0,416.0,385.0,0.54,0.47,15,7,3,2,3,3,0,0,17,19,9,4,0,3,2,,
2622,2015,IT,35,Torino,Sassuolo,DVVVD,EVDDE,42.0,49.0,11.0,12.0,9.0,13.0,14.0,9.0,44.0,41.0,47.0,38.0,6.0,9.0,415.0,423.0,0.5,0.5,15,11,3,3,2,1,0,0,18,6,4,4,1,2,2,,
2623,2015,IT,35,Bologna,Genoa,DDEDD,DVVDV,37.0,43.0,10.0,12.0,7.0,7.0,17.0,15.0,31.0,39.0,44.0,41.0,10.0,11.0,334.0,409.0,0.43,0.57,11,5,5,3,1,2,0,0,16,17,7,3,3,3,0,,
2624,2015,IT,35,Atalanta,Chievo,VVDEE,VVVEV,38.0,48.0,9.0,13.0,11.0,9.0,14.0,12.0,36.0,43.0,43.0,41.0,10.0,10.0,407.0,387.0,0.44,0.56,11,10,5,2,3,2,1,0,12,18,8,6,2,4,0,,
2625,2015,IT,35,Sampdoria,Lazio,DEVDE,EDVVD,37.0,48.0,9.0,13.0,10.0,9.0,15.0,12.0,46.0,44.0,50.0,45.0,7.0,11.0,392.0,448.0,0.41,0.59,13,20,7,4,2,6,0,0,9,14,4,12,2,5,0,,
2626,2015,IT,35,Fiorentina,Juventus,EEDVD,VVVVV,59.0,82.0,17.0,26.0,8.0,4.0,9.0,4.0,55.0,65.0,38.0,17.0,12.0,20.0,498.0,530.0,0.62,0.38,21,6,7,3,1,3,0,0,10,15,5,3,0,5,2,,
2627,2015,IT,35,Roma,Napoli,EVEEV,VDVDV,68.0,73.0,19.0,22.0,11.0,7.0,4.0,5.0,73.0,72.0,38.0,29.0,6.0,14.0,514.0,580.0,0.47,0.53,9,9,3,4,3,4,0,0,10,12,4,5,4,2,0,,
2628,2015,IT,35,Hellas Verona,Milan,DVDDD,EDDVE,22.0,53.0,3.0,14.0,13.0,11.0,18.0,9.0,28.0,43.0,57.0,35.0,3.0,10.0,382.0,483.0,0.37,0.63,28,11,12,6,1,2,0,0,19,11,13,6,4,10,0,,
2629,2015,IT,35,Carpi,Empoli,VDDVE,EDVDV,32.0,42.0,7.0,11.0,11.0,9.0,16.0,14.0,33.0,37.0,51.0,45.0,7.0,11.0,365.0,426.0,0.43,0.57,16,8,3,3,5,4,1,1,23,13,7,3,3,2,0,,
2630,2015,IT,36,Udinese,Torino,VDEVD,VVVDD,38.0,42.0,10.0,11.0,8.0,9.0,17.0,15.0,32.0,45.0,52.0,50.0,8.0,6.0,410.0,430.0,0.42,0.58,13,15,4,6,2,2,0,0,14,9,8,4,1,3,2,,
2631,2015,IT,36,Chievo,Fiorentina,VVEVD,EDVDD,48.0,59.0,13.0,17.0,9.0,8.0,13.0,10.0,43.0,56.0,42.0,40.0,10.0,12.0,397.0,519.0,0.43,0.57,9,21,4,5,4,4,0,0,20,13,2,6,5,4,1,,
2632,2015,IT,36,Juventus,Carpi,VVVVV,DDVEV,85.0,35.0,27.0,8.0,4.0,11.0,4.0,16.0,67.0,34.0,18.0,51.0,20.0,8.0,536.0,381.0,0.72,0.28,19,11,3,1,6,2,0,0,19,12,5,2,1,1,0,,
2633,2015,IT,36,Palermo,Sampdoria,DDDEV,EVDEV,32.0,40.0,8.0,10.0,8.0,10.0,19.0,15.0,33.0,48.0,63.0,51.0,8.0,7.0,392.0,405.0,0.36,0.64,10,8,4,4,1,6,0,0,21,23,3,5,3,3,0,,
2634,2015,IT,36,Sassuolo,Hellas Verona,VDDEV,VDDDV,52.0,25.0,13.0,4.0,13.0,13.0,9.0,18.0,44.0,30.0,39.0,58.0,9.0,3.0,434.0,410.0,0.54,0.46,6,16,1,2,0,1,0,0,11,21,2,9,2,0,0,,
2635,2015,IT,36,Milan,Frosinone,DDVED,DDVDD,53.0,30.0,14.0,8.0,11.0,6.0,10.0,21.0,44.0,32.0,37.0,68.0,10.0,7.0,494.0,431.0,0.72,0.28,24,9,11,4,2,7,0,0,22,22,12,2,1,7,1,,
2636,2015,IT,36,Empoli,Bologna,DVDVD,DEDDV,42.0,40.0,11.0,11.0,9.0,7.0,15.0,17.0,37.0,33.0,46.0,44.0,11.0,11.0,434.0,345.0,0.55,0.45,5,16,1,6,0,2,0,0,7,14,0,3,6,1,1,,
2637,2015,IT,36,Lazio,Inter,DVVDD,DVVDV,48.0,64.0,13.0,19.0,9.0,7.0,13.0,9.0,45.0,47.0,47.0,32.0,11.0,15.0,468.0,477.0,0.45,0.55,9,15,4,4,5,2,0,1,17,11,1,5,4,2,0,,
2638,2015,IT,36,Genoa,Roma,VVDVD,VEEVV,43.0,71.0,12.0,20.0,7.0,11.0,16.0,4.0,39.0,74.0,43.0,38.0,11.0,7.0,414.0,523.0,0.37,0.63,14,20,5,8,3,3,0,0,9,9,6,9,5,3,2,,
2639,2015,IT,36,Napoli,Atalanta,DVDVD,VDEEV,73.0,41.0,22.0,10.0,7.0,11.0,6.0,14.0,72.0,37.0,30.0,43.0,14.0,11.0,589.0,418.0,0.59,0.41,18,3,10,1,0,2,0,0,13,10,5,3,1,8,0,,
2640,2015,IT,37,Inter,Empoli,VVDVD,VDVDE,64.0,43.0,19.0,11.0,7.0,10.0,10.0,15.0,47.0,37.0,34.0,46.0,15.0,12.0,492.0,439.0,0.43,0.57,13,14,5,2,3,1,0,0,17,10,4,8,1,3,0,,
2641,2015,IT,37,Bologna,Milan,EDDVE,DVEDE,41.0,54.0,11.0,14.0,8.0,12.0,17.0,10.0,33.0,47.0,44.0,40.0,12.0,10.0,361.0,518.0,0.38,0.62,8,15,1,5,5,5,1,0,11,18,5,9,4,1,2,,
2642,2015,IT,37,Roma,Chievo,EEVVV,VEVDE,74.0,49.0,21.0,13.0,11.0,10.0,4.0,13.0,77.0,43.0,40.0,42.0,7.0,11.0,543.0,406.0,0.65,0.35,23,11,11,4,1,3,0,0,15,8,7,2,4,8,0,,
2643,2015,IT,37,Atalanta,Udinese,DEEVD,DEVDD,41.0,38.0,10.0,10.0,11.0,8.0,15.0,18.0,38.0,33.0,45.0,57.0,11.0,8.0,421.0,423.0,0.65,0.35,8,4,2,2,1,2,0,0,11,18,3,0,1,1,1,,
2644,2015,IT,37,Sampdoria,Genoa,VDEVD,VDVDD,40.0,43.0,10.0,12.0,10.0,7.0,16.0,17.0,48.0,41.0,53.0,46.0,7.0,11.0,413.0,428.0,0.57,0.43,12,18,3,7,5,4,0,0,20,20,4,4,4,3,2,,
2645,2015,IT,37,Frosinone,Sassuolo,DVDDE,DDEVV,31.0,55.0,8.0,14.0,7.0,13.0,21.0,9.0,35.0,45.0,71.0,39.0,7.0,10.0,440.0,440.0,0.37,0.63,18,21,4,5,4,4,0,0,16,20,2,8,2,4,2,,
2646,2015,IT,37,Fiorentina,Palermo,DVDDE,DDEVV,60.0,35.0,17.0,9.0,9.0,8.0,10.0,19.0,56.0,35.0,40.0,63.0,13.0,9.0,540.0,402.0,0.6,0.4,21,4,4,0,3,4,0,0,16,20,7,1,0,4,1,,
2647,2015,IT,37,Carpi,Lazio,DVEVD,VVDDV,35.0,51.0,8.0,14.0,11.0,9.0,17.0,13.0,34.0,47.0,53.0,47.0,8.0,12.0,392.0,477.0,0.53,0.47,27,16,9,7,5,4,0,2,19,11,9,5,2,7,2,,
2648,2015,IT,37,Torino,Napoli,VVDDV,VDVDV,45.0,76.0,12.0,23.0,9.0,7.0,15.0,6.0,50.0,74.0,51.0,31.0,6.0,14.0,445.0,607.0,0.39,0.61,7,15,2,6,5,1,1,0,23,5,1,3,4,1,2,,
2649,2015,IT,37,Hellas Verona,Juventus,DDDVD,VVVVV,25.0,88.0,4.0,28.0,13.0,4.0,19.0,4.0,30.0,69.0,59.0,18.0,3.0,21.0,426.0,555.0,0.41,0.59,12,16,4,5,3,4,0,1,21,13,3,6,4,2,0,,
2650,2015,IT,38,Juventus,Sampdoria,VVVVD,DEVDD,88.0,40.0,28.0,10.0,4.0,10.0,5.0,17.0,70.0,48.0,20.0,56.0,21.0,7.0,571.0,425.0,0.66,0.34,24,7,12,1,3,1,0,1,16,4,13,2,1,7,0,,
2651,2015,IT,38,Milan,Roma,VEDEV,EVVVV,57.0,77.0,15.0,22.0,12.0,11.0,10.0,4.0,48.0,80.0,40.0,40.0,11.0,8.0,533.0,566.0,0.35,0.65,14,16,6,9,4,0,0,0,13,7,4,1,6,5,2,,
2652,2015,IT,38,Napoli,Frosinone,DVDVV,VDDED,79.0,31.0,24.0,8.0,7.0,7.0,6.0,22.0,76.0,35.0,32.0,72.0,14.0,7.0,622.0,458.0,0.75,0.25,33,9,12,2,1,1,0,1,9,7,16,0,2,8,0,,
2653,2015,IT,38,Sassuolo,Inter,DEVVV,VDVDV,58.0,67.0,15.0,20.0,13.0,7.0,9.0,10.0,46.0,49.0,39.0,35.0,11.0,15.0,461.0,505.0,0.47,0.53,9,10,3,6,3,5,0,1,8,12,5,7,6,0,0,,
2654,2015,IT,38,Empoli,Torino,DVDED,VDDVD,43.0,45.0,11.0,12.0,10.0,9.0,16.0,16.0,38.0,51.0,48.0,53.0,12.0,6.0,453.0,452.0,0.47,0.53,10,18,3,5,2,1,0,0,12,12,3,4,4,1,0,,
2655,2015,IT,38,Chievo,Bologna,EVDED,DDVED,49.0,41.0,13.0,11.0,10.0,8.0,14.0,18.0,43.0,33.0,45.0,45.0,11.0,12.0,417.0,369.0,0.43,0.57,5,16,0,4,2,1,0,0,16,15,5,7,4,0,1,,
2656,2015,IT,38,Genoa,Atalanta,DVDDV,EEVDE,46.0,42.0,13.0,10.0,7.0,12.0,17.0,15.0,44.0,39.0,46.0,46.0,12.0,11.0,446.0,429.0,0.53,0.47,11,13,2,4,3,3,0,0,19,14,7,5,2,1,2,,
2657,2015,IT,38,Lazio,Fiorentina,VDDVV,VDDEE,54.0,61.0,15.0,17.0,9.0,10.0,13.0,10.0,50.0,56.0,48.0,40.0,12.0,14.0,493.0,561.0,0.45,0.55,16,16,6,5,0,1,0,0,8,10,6,4,1,4,2,,
2658,2015,IT,38,Palermo,Hellas Verona,DEVVE,DDVDV,36.0,28.0,9.0,5.0,9.0,13.0,19.0,19.0,35.0,32.0,63.0,60.0,10.0,3.0,406.0,438.0,0.37,0.63,5,14,3,4,2,2,1,1,18,19,4,4,2,0,0,,
2659,2015,IT,38,Udinese,Carpi,EVDDE,VEVDD,39.0,35.0,10.0,8.0,9.0,11.0,18.0,18.0,34.0,35.0,58.0,56.0,8.0,8.0,427.0,419.0,0.53,0.48,15,10,5,5,3,3,1,0,14,17,6,3,3,4,2,,
2660,2016,IT,1,Roma,Udinese,VVVVV,VDDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.28,25,11,9,1,0,2,0,0,8,14,10,5,1,5,0,0.0,0.0
2661,2016,IT,1,Juventus,Fiorentina,VVVDV,DDEEV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.46,19,4,4,1,1,3,0,0,11,16,2,1,0,2,0,0.0,0.0
2662,2016,IT,1,Milan,Torino,EDEVD,DDVDD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.49,11,21,5,4,1,3,1,0,13,20,10,10,1,2,0,0.0,0.0
2663,2016,IT,1,Palermo,Sassuolo,EVVEV,EVVVV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.59,7,22,2,8,2,2,1,0,19,15,4,8,7,2,2,0.0,0.0
2664,2016,IT,1,Bologna,Crotone,DVEDE,VEEDV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.53,20,5,6,0,1,1,0,0,7,17,5,3,0,5,0,0.0,0.0
2665,2016,IT,1,Pescara,Napoli,EVVVE,VDVVV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.58,10,22,3,4,3,2,0,0,10,12,3,9,2,1,1,0.0,0.0
2666,2016,IT,1,Empoli,Sampdoria,VDEDV,EVDDD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.47,8,16,3,6,3,4,1,0,17,32,2,5,4,3,2,0.0,0.0
2667,2016,IT,1,Chievo,Inter,VDEDE,DVDVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.66,12,13,4,3,2,4,0,0,15,13,4,8,3,2,0,0.0,0.0
2668,2016,IT,1,Genoa,Cagliari,VDDVD,EEVVV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.29,22,4,6,3,4,3,0,0,13,10,6,1,2,3,0,0.0,0.0
2669,2016,IT,1,Atalanta,Lazio,EVDEV,DDVVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,18,11,6,6,2,2,0,0,5,16,7,2,2,3,2,0.0,0.0
2670,2016,IT,2,Lazio,Juventus,DVVDV,VVDVV,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,11.0,19.0,0.53,0.47,6,13,1,5,1,2,0,0,16,5,4,2,4,1,2,0.0,0.0
2671,2016,IT,2,Napoli,Milan,DVVVE,DEVDV,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,22.0,11.0,0.58,0.42,17,12,8,3,5,4,0,2,13,15,9,4,1,4,0,0.0,0.0
2672,2016,IT,2,Inter,Palermo,VDVDD,VVEVD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,13.0,7.0,0.68,0.32,22,7,5,3,1,5,0,0,16,24,8,4,2,3,1,0.0,0.0
2673,2016,IT,2,Torino,Bologna,DVDDD,VEDEV,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,21.0,20.0,0.48,0.52,20,10,11,2,1,2,0,0,14,12,6,3,1,5,0,0.0,0.0
2674,2016,IT,2,Udinese,Empoli,DDEDD,DEDVD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,11.0,8.0,0.39,0.61,11,13,3,4,3,3,0,1,15,19,4,5,4,1,0,0.0,0.0
2675,2016,IT,2,Cagliari,Roma,EVVVD,VVVVV,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,4.0,25.0,0.49,0.51,19,21,7,7,3,1,0,0,21,9,4,3,5,3,1,0.0,0.0
2676,2016,IT,2,Sampdoria,Atalanta,VDDDV,VDEVD,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,4.0,1.0,0.0,16.0,18.0,0.57,0.43,8,7,4,1,1,5,0,1,13,16,3,1,0,2,0,0.0,0.0
2677,2016,IT,2,Fiorentina,Chievo,DEEVD,DEDEV,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,12.0,0.59,0.41,13,9,4,2,0,2,0,0,8,16,4,4,0,2,0,0.0,0.0
2678,2016,IT,2,Crotone,Genoa,EEDVD,DDVDV,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,5.0,22.0,0.46,0.54,11,18,3,8,2,2,0,0,16,17,1,6,5,2,2,0.0,0.0
2679,2016,IT,2,Sassuolo,Pescara,VVVVV,VVVEE,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,22.0,10.0,0.4,0.6,13,16,3,5,2,2,0,0,13,21,2,7,5,1,2,0.0,0.0
2680,2016,IT,3,Juventus,Sassuolo,VDVVV,VVVVD,6.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,32.0,35.0,0.69,0.31,23,9,10,3,1,2,0,0,10,12,14,5,2,7,0,0.0,0.0
2681,2016,IT,3,Palermo,Napoli,VEVDE,VVVEV,1.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,4.0,0.0,0.0,14.0,39.0,0.39,0.61,5,17,1,7,0,0,0,0,14,7,2,4,4,1,2,0.0,0.0
2682,2016,IT,3,Bologna,Cagliari,EDEVD,VVVDE,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,0.0,30.0,23.0,0.46,0.54,17,11,10,5,1,3,0,1,13,9,9,4,4,3,0,0.0,0.0
2683,2016,IT,3,Roma,Sampdoria,VVVVE,DDDVV,4.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,1.0,1.0,46.0,24.0,0.59,0.41,24,12,8,7,3,1,0,0,12,13,11,7,5,5,0,0.0,0.0
2684,2016,IT,3,Atalanta,Torino,DEVDD,VDDDV,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,7.0,6.0,4.0,0.0,0.0,25.0,41.0,0.49,0.51,22,14,3,7,2,2,0,0,16,20,4,4,6,1,0,0.0,0.0
2685,2016,IT,3,Chievo,Lazio,EDEVD,VVDVD,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,0.0,21.0,17.0,0.52,0.48,7,11,4,3,2,5,0,0,14,15,2,1,2,3,1,0.0,0.0
2686,2016,IT,3,Milan,Udinese,EVDVD,DEDDV,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,6.0,4.0,0.0,1.0,23.0,22.0,0.64,0.36,14,10,2,2,1,5,0,0,10,9,8,8,1,2,2,0.0,0.0
2687,2016,IT,3,Pescara,Inter,VVEEV,DVDDE,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,2.0,3.0,1.0,0.0,26.0,35.0,0.37,0.63,10,22,5,7,1,1,0,0,14,10,3,13,5,4,2,0.0,0.0
2688,2016,IT,3,Empoli,Crotone,EDVDD,EDVDD,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,21.0,16.0,0.55,0.46,13,6,5,2,1,2,0,1,16,20,5,0,1,2,0,0.0,0.0
2689,2016,IT,4,Sampdoria,Milan,DDVVD,VDVDD,6.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0,5.0,4.0,7.0,1.0,0.0,36.0,37.0,0.52,0.48,13,10,3,3,2,3,0,0,12,16,8,5,2,3,2,0.0,0.0
2690,2016,IT,4,Lazio,Pescara,VDVDE,VEEVD,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,4.0,0.0,1.0,28.0,36.0,0.55,0.45,23,10,11,3,2,2,0,0,12,14,11,2,3,9,0,0.0,0.0
2691,2016,IT,4,Napoli,Bologna,VVEVV,DEVDV,7.0,6.0,2.0,2.0,1.0,0.0,0.0,1.0,9.0,4.0,4.0,6.0,1.0,1.0,56.0,47.0,0.62,0.39,21,10,10,4,0,1,0,1,11,7,6,3,2,7,0,4.0,0.0
2692,2016,IT,4,Udinese,Chievo,EDDVV,DEVDE,6.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,32.0,28.0,0.34,0.66,8,21,4,7,3,4,0,0,16,19,4,7,4,3,2,0.0,0.0
2693,2016,IT,4,Torino,Empoli,DDDVD,DVDDV,3.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,8.0,2.0,6.0,4.0,0.0,0.0,55.0,34.0,0.45,0.55,14,5,5,2,4,3,0,0,19,7,8,5,2,5,1,4.0,0.0
2694,2016,IT,4,Crotone,Palermo,DVDDD,EVDED,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,6.0,5.0,0.0,0.0,22.0,19.0,0.31,0.7,13,12,1,5,3,2,0,0,19,9,3,7,4,0,1,0.0,0.0
2695,2016,IT,4,Sassuolo,Genoa,VVVDD,DVDVV,3.0,6.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,6.0,6.0,2.0,1.0,0.0,44.0,40.0,0.45,0.55,13,17,7,5,0,3,0,1,15,17,3,8,5,4,0,0.0,0.0
2696,2016,IT,4,Cagliari,Atalanta,VVDED,EVDDV,1.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,6.0,7.0,7.0,0.0,0.0,34.0,47.0,0.42,0.58,14,7,9,2,2,2,0,0,10,19,2,4,1,6,0,0.0,0.0
2697,2016,IT,4,Inter,Juventus,VDDEV,DVVVV,4.0,9.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,6.0,4.0,2.0,0.0,1.0,57.0,55.0,0.48,0.52,16,9,3,2,3,3,1,0,13,18,5,4,1,1,0,4.0,4.0
2698,2016,IT,4,Fiorentina,Roma,EEVDV,VVVEV,3.0,7.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,9.0,2.0,4.0,1.0,1.0,17.0,70.0,0.46,0.54,8,14,4,3,1,1,0,0,10,11,5,6,3,3,0,0.0,4.0
2699,2016,IT,5,Milan,Lazio,DVDDV,DVDEV,6.0,7.0,2.0,2.0,0.0,1.0,2.0,1.0,6.0,8.0,7.0,5.0,1.0,1.0,47.0,51.0,0.53,0.48,16,20,7,5,1,4,0,0,16,12,3,8,5,6,0,0.0,4.0
2700,2016,IT,5,Bologna,Sampdoria,EVDVD,DVVDD,6.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0,5.0,5.0,9.0,5.0,1.0,1.0,57.0,49.0,0.4,0.6,11,10,4,3,1,3,1,1,16,12,2,4,3,2,0,4.0,0.0
2701,2016,IT,5,Pescara,Torino,EEVDD,DDVDE,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,8.0,7.0,6.0,1.0,1.0,46.0,69.0,0.62,0.38,19,11,5,3,3,3,0,2,13,15,9,4,3,4,1,0.0,4.0
2702,2016,IT,5,Empoli,Inter,VDDVE,DDEVV,4.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,5.0,1.0,0.0,39.0,73.0,0.53,0.47,9,13,3,4,1,4,0,0,14,15,5,4,2,3,2,0.0,4.0
2703,2016,IT,5,Chievo,Sassuolo,EVDEV,VVDDV,7.0,6.0,2.0,2.0,1.0,0.0,1.0,2.0,5.0,4.0,3.0,6.0,1.0,2.0,49.0,57.0,0.43,0.57,5,7,3,2,2,1,0,0,14,15,7,9,1,1,0,0.0,4.0
2704,2016,IT,5,Atalanta,Palermo,VDDVD,VDEDE,3.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,6.0,2.0,10.0,6.0,0.0,0.0,54.0,31.0,0.48,0.52,16,7,5,2,3,2,0,0,20,12,7,5,1,5,2,4.0,0.0
2705,2016,IT,5,Roma,Crotone,VVEVD,VDDDE,7.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,9.0,3.0,5.0,7.0,1.0,0.0,84.0,35.0,0.73,0.28,20,11,7,3,0,1,0,0,12,7,11,5,2,3,0,4.0,0.0
2706,2016,IT,5,Juventus,Cagliari,VVVVD,VDEDV,9.0,4.0,3.0,1.0,0.0,1.0,1.0,2.0,7.0,7.0,4.0,7.0,1.0,1.0,64.0,48.0,0.61,0.39,28,2,13,0,1,3,0,0,19,12,9,0,0,10,0,4.0,0.0
2707,2016,IT,5,Genoa,Napoli,VDVVD,VEVVV,6.0,10.0,2.0,3.0,0.0,1.0,1.0,0.0,6.0,12.0,4.0,5.0,0.0,1.0,57.0,77.0,0.37,0.63,13,14,5,3,4,2,0,0,16,11,5,8,3,5,1,4.0,4.0
2708,2016,IT,5,Udinese,Fiorentina,DDVVD,EVDVV,6.0,6.0,2.0,2.0,0.0,0.0,2.0,1.0,4.0,3.0,6.0,2.0,2.0,2.0,40.0,25.0,0.31,0.69,14,9,5,4,1,3,0,0,16,15,4,3,1,3,1,0.0,0.0
2709,2016,IT,6,Palermo,Juventus,DEDEV,VVVDV,5.0,12.0,1.0,4.0,2.0,0.0,2.0,1.0,3.0,11.0,6.0,4.0,1.0,2.0,38.0,92.0,0.48,0.53,4,14,2,7,3,3,0,0,16,9,2,9,6,2,2,0.0,4.0
2710,2016,IT,6,Napoli,Chievo,EVVVE,VDEVV,11.0,10.0,3.0,3.0,2.0,1.0,0.0,1.0,12.0,7.0,5.0,4.0,2.0,1.0,91.0,54.0,0.53,0.47,13,7,5,2,2,4,0,0,12,16,4,2,2,3,0,4.0,4.0
2711,2016,IT,6,Torino,Roma,DVDEE,VEVDV,5.0,10.0,1.0,3.0,2.0,1.0,2.0,1.0,8.0,13.0,6.0,5.0,2.0,2.0,80.0,104.0,0.31,0.69,18,22,9,6,1,4,0,0,15,12,7,13,5,5,0,4.0,4.0
2712,2016,IT,6,Lazio,Empoli,VDEVD,DDVED,7.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,8.0,2.0,7.0,6.0,1.0,1.0,71.0,48.0,0.39,0.61,12,9,3,3,2,2,0,0,14,7,5,6,3,1,0,4.0,0.0
2713,2016,IT,6,Inter,Bologna,DEVVV,VDVDV,10.0,9.0,3.0,3.0,1.0,0.0,1.0,2.0,7.0,7.0,5.0,9.0,1.0,2.0,86.0,68.0,0.6,0.4,22,8,6,3,0,4,0,0,12,7,11,4,2,5,1,4.0,4.0
